10;97.82329925469806;2.1767007453019405;97.1585581215225;2.841441878477491
20;97.92764943036019;2.0723505696398137;97.4849787235996;2.5150212764003976
30;98.15974194730855;1.840258052691457;98.07613452985002;1.9238654701499769
40;98.2461914271785;1.7538085728214914;98.07388575639132;1.9261142436086787
50;98.12992138048807;1.8700786195119279;98.33118764223026;1.6688123577697445
60;98.27736797523684;1.72263202476316;98.97209499583501;1.0279050041649973
70;98.52560239752131;1.4743976024786942;98.34627127378455;1.653728726215442
80;98.39594127756888;1.6040587224311231;98.52702908903882;1.47297091096118
90;98.40650251933802;1.5934974806619873;98.40516165298556;1.594838347014449
100;98.48338140272499;1.5166185972750101;98.28096017911474;1.7190398208852598
