10;86.6504854368932;13.349514563106801;81.8973862536302;18.1026137463698
20;85.19417475728154;14.805825242718452;82.57502420135528;17.424975798644727
30;84.30420711974111;15.695792880258896;82.38141335914811;17.618586640851884
40;84.34466019417476;15.65533980582524;82.9622458857696;17.037754114230395
50;84.66019417475728;15.339805825242713;83.25266214908035;16.747337850919653
60;84.54692556634305;15.453074433656955;83.25266214908035;16.747337850919653
70;84.36199722607489;15.638002773925109;83.4462729912875;16.553727008712492
80;84.34466019417476;15.65533980582524;83.73668925459826;16.26331074540174
90;83.87270765911543;16.12729234088457;83.5430784123911;16.456921587608907
100;83.83495145631068;16.16504854368932;83.63988383349468;16.36011616650532
