10;93.61702127659575;6.382978723404253;95.60975609756098;4.390243902439028
20;96.80851063829788;3.1914893617021267;96.09756097560975;3.9024390243902474
30;97.16312056737588;2.8368794326241176;96.09756097560975;3.9024390243902474
40;98.40425531914893;1.5957446808510634;96.09756097560975;3.9024390243902474
50;97.87234042553192;2.127659574468088;96.09756097560975;3.9024390243902474
60;97.16312056737588;2.8368794326241176;96.09756097560975;3.9024390243902474
70;97.56838905775076;2.4316109422492405;96.09756097560975;3.9024390243902474
80;97.07446808510637;2.92553191489362;96.09756097560975;3.9024390243902474
90;97.39952718676122;2.6004728132387744;96.09756097560975;3.9024390243902474
100;97.65957446808511;2.3404255319148914;96.09756097560975;3.9024390243902474
